state,district,year,month,pincode,age_0_5,age_5_17,age_18_greater,total_activity,roll_3m,season,baseline_med,deviation_score,is_anomaly
Karnataka,Mysuru,2025,7,1712232,349,138,80,567,526.0,Monsoon,526.0,0.0777988614800759,False
Karnataka,Mysuru,2025,9,313317010,871,132,77,1080,710.6666666666666,Monsoon,567.0,0.903169014084507,False
Karnataka,Mysuru,2025,10,223134565,655,51,17,723,790.0,Festival,723.0,0.0,False
Karnataka,Mysuru,2025,11,264193864,709,75,60,844,882.3333333333334,Festival,844.0,0.0,False
Karnataka,Mysuru,2025,12,175229557,610,48,4,662,743.0,Festival,723.0,-0.08425414364640885,False
Karnataka,Raichur,2025,6,584128,290,127,11,428,428.0,Monsoon,428.0,0.0,False
Karnataka,Raichur,2025,9,364497804,2095,730,28,2853,1640.5,Monsoon,1640.5,0.7386536704233932,False
Karnataka,Raichur,2025,10,229563330,1553,400,20,1973,1751.3333333333333,Festival,1973.0,0.0,False
Karnataka,Raichur,2025,11,281551128,1918,487,27,2432,2419.333333333333,Festival,2432.0,0.0,False
Karnataka,Raichur,2025,12,168229918,1763,312,18,2093,2166.0,Festival,2093.0,0.0,False
Karnataka,Ramanagar,2025,9,172558811,950,255,4,1209,1209.0,Monsoon,1209.0,0.0,False
Karnataka,Ramanagar,2025,10,92214683,488,57,0,545,877.0,Festival,877.0,-0.37813211845102507,False
Karnataka,Ramanagar,2025,11,127047957,668,46,7,721,825.0,Festival,721.0,0.0,False
Karnataka,Ramanagar,2025,12,75883757,453,21,0,474,580.0,Festival,545.0,-0.13003663003663005,False
Karnataka,Ramanagara,2025,7,562160,168,24,12,204,204.0,Monsoon,204.0,0.0,False
Karnataka,Shimoga,2025,9,251718802,648,58,0,706,706.0,Monsoon,706.0,0.0,False
Karnataka,Shimoga,2025,10,133365304,368,25,0,393,549.5,Festival,549.5,-0.28428701180744775,False
Karnataka,Shimoga,2025,11,202643819,560,43,0,603,567.3333333333334,Festival,603.0,0.0,False
Karnataka,Shimoga,2025,12,144908244,535,23,0,558,518.0,Festival,558.0,0.0,False
Karnataka,Shivamogga,2025,9,248252458,636,75,0,711,711.0,Monsoon,711.0,0.0,False
Karnataka,Shivamogga,2025,10,142021149,380,30,16,426,568.5,Festival,568.5,-0.25021949078138717,False
Karnataka,Shivamogga,2025,11,190516104,462,43,23,528,555.0,Festival,528.0,0.0,False
Karnataka,Shivamogga,2025,12,131627520,526,34,4,564,506.0,Festival,528.0,0.06805293005671077,False
Karnataka,Tumakuru,2025,9,322518172,811,48,24,883,883.0,Monsoon,883.0,0.0,False
Karnataka,Tumakuru,2025,10,209285952,586,33,20,639,761.0,Festival,761.0,-0.16010498687664043,False
Karnataka,Tumakuru,2025,11,237848839,633,47,3,683,735.0,Festival,683.0,0.0,False
Karnataka,Tumakuru,2025,12,190427561,762,33,0,795,705.6666666666666,Festival,683.0,0.16374269005847952,False
Karnataka,Tumkur,2025,9,323606308,798,57,0,855,855.0,Monsoon,855.0,0.0,False
Karnataka,Tumkur,2025,10,218407629,629,37,0,666,760.5,Festival,760.5,-0.12409717662508207,False
Karnataka,Tumkur,2025,11,244120965,667,50,0,717,746.0,Festival,717.0,0.0,False
Karnataka,Tumkur,2025,12,186412241,660,44,0,704,695.6666666666666,Festival,704.0,0.0,False
Karnataka,Udupi,2025,9,404104515,1413,61,9,1483,1483.0,Monsoon,1483.0,0.0,False
Karnataka,Udupi,2025,10,226175816,708,60,13,781,1132.0,Festival,1132.0,-0.30979699911738745,False
Karnataka,Udupi,2025,11,224506037,611,60,15,686,983.3333333333334,Festival,781.0,-0.12148337595907928,False
Karnataka,Udupi,2025,12,194554023,606,29,6,641,702.6666666666666,Festival,686.0,-0.06550218340611354,False
Karnataka,Udupi *,2025,11,1150349,2,0,0,2,2.0,Festival,2.0,0.0,False
Karnataka,Uttara Kannada,2025,9,347062538,906,67,4,977,977.0,Monsoon,977.0,0.0,False
Karnataka,Uttara Kannada,2025,10,229630604,661,49,5,715,846.0,Festival,846.0,-0.15466351829988192,False
Karnataka,Uttara Kannada,2025,11,305206085,1018,75,19,1112,934.6666666666666,Festival,977.0,0.13803680981595093,False
Karnataka,Uttara Kannada,2025,12,184867162,634,30,2,666,831.0,Festival,715.0,-0.06843575418994413,False
Karnataka,Vijayanagara,2025,9,207027375,662,106,22,790,790.0,Monsoon,790.0,0.0,False
Karnataka,Vijayanagara,2025,10,118384152,345,52,12,409,599.5,Festival,599.5,-0.3172356369691923,False
Karnataka,Vijayanagara,2025,11,141129063,434,51,12,497,565.3333333333334,Festival,497.0,0.0,False
Karnataka,Vijayanagara,2025,12,95058207,381,32,10,423,443.0,Festival,423.0,0.0,False
Karnataka,Vijayapura,2025,7,586101,363,77,10,450,450.0,Monsoon,450.0,0.0,False
Karnataka,Vijayapura,2025,9,451340093,1785,364,29,2178,1314.0,Monsoon,1314.0,0.6570342205323194,False
Karnataka,Vijayapura,2025,10,213947610,735,152,17,904,1177.3333333333333,Festival,904.0,0.0,False
Karnataka,Vijayapura,2025,11,288388180,999,148,19,1166,1416.0,Festival,1166.0,0.0,False
Karnataka,Vijayapura,2025,12,185225184,780,101,17,898,989.3333333333334,Festival,904.0,-0.0066298342541436465,False
Karnataka,Yadgir,2025,4,1170492,536,89,21,646,646.0,Non-peak,646.0,0.0,False
Karnataka,Yadgir,2025,9,331840502,1604,500,11,2115,1380.5,Monsoon,1380.5,0.5316684762938835,False
Karnataka,Yadgir,2025,10,205425577,1091,252,2,1345,1368.6666666666667,Festival,1345.0,0.0,False
Karnataka,Yadgir,2025,11,260438515,1238,332,72,1642,1700.6666666666667,Festival,1642.0,0.0,False
Karnataka,Yadgir,2025,12,157433893,951,243,5,1199,1395.3333333333333,Festival,1345.0,-0.10846953937592868,False
Kerala,Alappuzha,2025,9,498363200,713,275,5,993,993.0,Monsoon,993.0,0.0,False
Kerala,Alappuzha,2025,10,409396000,614,230,27,871,932.0,Festival,932.0,-0.06538049303322616,False
Kerala,Alappuzha,2025,11,472126020,753,253,57,1063,975.6666666666666,Festival,993.0,0.07042253521126761,False
Kerala,Alappuzha,2025,12,299173930,456,134,42,632,855.3333333333334,Festival,871.0,-0.27408256880733944,False
Kerala,Ernakulam,2025,6,686673,70,58,11,139,139.0,Monsoon,139.0,0.0,False
Kerala,Ernakulam,2025,7,1364036,87,111,26,224,181.5,Monsoon,181.5,0.2328767123287671,False
Kerala,Ernakulam,2025,9,738168345,1092,559,17,1668,677.0,Monsoon,224.0,6.417777777777777,True
Kerala,Ernakulam,2025,10,602718647,1013,369,38,1420,1104.0,Festival,1420.0,0.0,False
Kerala,Ernakulam,2025,11,687468001,1244,467,153,1864,1650.6666666666667,Festival,1668.0,0.11743559017375674,False
Kerala,Ernakulam,2025,12,401223618,679,243,87,1009,1431.0,Festival,1420.0,-0.2892329345531316,False
Kerala,Idukki,2025,9,257091659,415,94,1,510,510.0,Monsoon,510.0,0.0,False
Kerala,Idukki,2025,10,185103480,339,69,7,415,462.5,Festival,462.5,-0.10248112189859762,False
Kerala,Idukki,2025,11,213216890,423,64,15,502,475.6666666666667,Festival,502.0,0.0,False
Kerala,Idukki,2025,12,122035568,222,44,5,271,396.0,Festival,415.0,-0.34615384615384615,False
Kerala,Kannur,2025,7,670003,17,38,15,70,70.0,Monsoon,70.0,0.0,False
Kerala,Kannur,2025,9,649724644,1039,553,33,1625,847.5,Monsoon,847.5,0.9163229228049499,False
Kerala,Kannur,2025,10,479410140,869,357,43,1269,988.0,Festival,1269.0,0.0,False
Kerala,Kannur,2025,11,630938898,1334,528,76,1938,1610.6666666666667,Festival,1625.0,0.1924969249692497,False
Kerala,Kannur,2025,12,370779848,754,246,63,1063,1423.3333333333333,Festival,1269.0,-0.16220472440944883,False
Kerala,Kasaragod,2025,9,277265470,662,239,0,901,901.0,Monsoon,901.0,0.0,False
Kerala,Kasaragod,2025,10,215504107,577,186,33,796,848.5,Festival,848.5,-0.06180105944673337,False
Kerala,Kasaragod,2025,11,263835226,849,240,23,1112,936.3333333333334,Festival,901.0,0.23392461197339245,False
Kerala,Kasaragod,2025,12,159779248,607,133,6,746,884.6666666666666,Festival,796.0,-0.06273525721455459,False
Kerala,Kasargod,2025,9,46327321,64,13,0,77,77.0,Monsoon,77.0,0.0,False
Kerala,Kasargod,2025,10,47669742,72,20,0,92,84.5,Festival,84.5,0.08771929824561403,False
Kerala,Kasargod,2025,11,44985407,62,20,0,82,83.66666666666667,Festival,82.0,0.0,False
Kerala,Kasargod,2025,12,35584964,53,11,0,64,79.33333333333333,Festival,82.0,-0.21686746987951808,False
Kerala,Kollam,2025,5,691532,34,12,10,56,56.0,Non-peak,56.0,0.0,False
Kerala,Kollam,2025,9,648333391,1069,322,24,1415,735.5,Monsoon,735.5,0.9226069246435845,False
Kerala,Kollam,2025,10,496976234,864,248,60,1172,881.0,Festival,1172.0,0.0,False
Kerala,Kollam,2025,11,623455348,1151,287,93,1531,1372.6666666666667,Festival,1415.0,0.08192090395480225,False
Kerala,Kollam,2025,12,354579223,696,173,26,895,1199.3333333333333,Festival,1172.0,-0.2361466325660699,False
Kerala,Kottayam,2025,9,470193265,690,221,4,915,915.0,Monsoon,915.0,0.0,False
Kerala,Kottayam,2025,10,387142242,607,200,12,819,867.0,Festival,867.0,-0.055299539170506916,False
Kerala,Kottayam,2025,11,448230906,642,232,35,909,881.0,Festival,909.0,0.0,False
Kerala,Kottayam,2025,12,277990832,526,151,1,678,802.0,Festival,819.0,-0.1719512195121951,False
Kerala,Kozhikode,2025,9,672042114,1208,606,11,1825,1825.0,Monsoon,1825.0,0.0,False
Kerala,Kozhikode,2025,10,489552285,921,421,47,1389,1607.0,Festival,1607.0,-0.13557213930348258,False
Kerala,Kozhikode,2025,11,633660640,1473,582,118,2173,1795.6666666666667,Festival,1825.0,0.19058050383351588,False
Kerala,Kozhikode,2025,12,392571429,985,305,27,1317,1626.3333333333333,Festival,1389.0,-0.051798561151079135,False
Kerala,Malappuram,2025,5,679325,135,121,10,266,266.0,Non-peak,266.0,0.0,False
Kerala,Malappuram,2025,9,1010180066,2367,1187,31,3585,1925.5,Monsoon,1925.5,0.8614066960809759,False
Kerala,Malappuram,2025,10,732615963,2035,997,73,3105,2318.6666666666665,Festival,3105.0,0.0,False
Kerala,Malappuram,2025,11,895836694,3086,1169,101,4356,3682.0,Festival,3585.0,0.21500278862242053,False
Kerala,Malappuram,2025,12,543035682,2582,642,31,3255,3572.0,Festival,3255.0,0.0,False
Kerala,Palakkad,2025,9,720914506,1208,433,3,1644,1644.0,Monsoon,1644.0,0.0,False
Kerala,Palakkad,2025,10,598063192,1122,363,60,1545,1594.5,Festival,1594.5,-0.03102475712942651,False
Kerala,Palakkad,2025,11,727036304,1526,373,82,1981,1723.3333333333333,Festival,1644.0,0.2048632218844985,False
Kerala,Palakkad,2025,12,496231153,1318,212,24,1554,1693.3333333333333,Festival,1554.0,0.0,False
Kerala,Pathanamthitta,2025,9,313817015,413,142,14,569,569.0,Monsoon,569.0,0.0,False
Kerala,Pathanamthitta,2025,10,249678924,329,102,24,455,512.0,Festival,512.0,-0.1111111111111111,False
Kerala,Pathanamthitta,2025,11,281396535,352,126,21,499,507.6666666666667,Festival,499.0,0.0,False
Kerala,Pathanamthitta,2025,12,222789442,304,110,14,428,460.6666666666667,Festival,455.0,-0.05921052631578947,False
Kerala,Thiruvananthapuram,2025,5,695305,32,15,11,58,58.0,Non-peak,58.0,0.0,False
Kerala,Thiruvananthapuram,2025,7,2085326,54,67,59,180,119.0,Monsoon,119.0,0.5083333333333333,False
Kerala,Thiruvananthapuram,2025,9,761379765,1239,404,14,1657,631.6666666666666,Monsoon,180.0,8.160220994475138,True
Kerala,Thiruvananthapuram,2025,10,631353352,1226,330,49,1605,1147.3333333333333,Festival,1605.0,0.0,False
Kerala,Thiruvananthapuram,2025,11,747460444,1433,349,259,2041,1767.6666666666667,Festival,1657.0,0.2316043425814234,False
Kerala,Thiruvananthapuram,2025,12,435967013,852,229,41,1122,1589.3333333333333,Festival,1605.0,-0.30074719800747196,False
Kerala,Thrissur,2025,6,680307,15,22,10,47,47.0,Monsoon,47.0,0.0,False
Kerala,Thrissur,2025,9,807688597,1184,538,19,1741,894.0,Monsoon,894.0,0.9463687150837988,False
Kerala,Thrissur,2025,10,741006994,1320,444,62,1826,1204.6666666666667,Festival,1741.0,0.04879448909299656,False
Kerala,Thrissur,2025,11,853283725,1644,383,380,2407,1991.3333333333333,Festival,1826.0,0.31800766283524906,False
Kerala,Thrissur,2025,12,453179026,751,285,14,1050,1761.0,Festival,1826.0,-0.4247400109469075,False
Kerala,Wayanad,2025,9,143952021,296,75,3,374,374.0,Monsoon,374.0,0.0,False
Kerala,Wayanad,2025,10,104940187,276,68,3,347,360.5,Festival,360.5,-0.03734439834024896,False
Kerala,Wayanad,2025,11,140607091,512,67,9,588,436.3333333333333,Festival,374.0,0.5706666666666667,False
Kerala,Wayanad,2025,12,71290283,181,23,3,207,380.6666666666667,Festival,347.0,-0.40229885057471265,False
Ladakh,Kargil,2025,9,12231734,101,44,0,145,143.66666666666666,Monsoon,145.0,0.0,False
Ladakh,Kargil,2025,10,9126189,43,36,3,82,126.0,Festival,145.0,-0.4315068493150685,False
Ladakh,Kargil,2025,11,12232800,100,28,3,131,119.33333333333331,Festival,131.0,0.0,False
Ladakh,Kargil,2025,12,9126078,121,12,1,134,115.66666666666669,Festival,131.0,0.022727272727272728,False
Ladakh,Leh,2025,9,3883836,23,2,5,30,41.66666666666666,Monsoon,36.0,-0.16216216216216217,False
Ladakh,Leh,2025,10,3495837,23,4,2,29,31.666666666666668,Festival,30.0,-0.03225806451612903,False
Ladakh,Leh,2025,11,5631364,35,4,3,42,33.666666666666664,Festival,30.0,0.3870967741935484,False
Ladakh,Leh,2025,12,3300835,20,3,1,24,31.666666666666668,Festival,29.0,-0.16666666666666666,False
Lakshadweep,Lakshadweep,2025,9,35492858,60,4,0,64,64.0,Monsoon,64.0,0.0,False
Lakshadweep,Lakshadweep,2025,10,21841760,42,2,0,44,54.0,Festival,54.0,-0.18181818181818182,False
Lakshadweep,Lakshadweep,2025,11,35492849,59,4,1,64,57.333333333333336,Festival,64.0,0.0,False
Lakshadweep,Lakshadweep,2025,12,15698753,31,0,0,31,46.333333333333336,Festival,44.0,-0.28888888888888886,False
Madhya Pradesh,Agar Malwa,2025,9,59574146,392,186,5,583,583.0,Monsoon,583.0,0.0,False
Madhya Pradesh,Agar Malwa,2025,10,33044661,275,65,0,340,461.5,Festival,461.5,-0.2627027027027027,False
Madhya Pradesh,Agar Malwa,2025,11,49335437,868,86,1,955,626.0,Festival,583.0,0.636986301369863,False
Madhya Pradesh,Agar Malwa,2025,12,29787292,552,84,23,659,651.3333333333334,Festival,659.0,0.0,False
Madhya Pradesh,Alirajpur,2025,4,457990,134,105,15,254,254.0,Non-peak,254.0,0.0,False
Madhya Pradesh,Alirajpur,2025,5,457882,66,42,25,133,193.5,Non-peak,193.5,-0.3110539845758355,False
Madhya Pradesh,Alirajpur,2025,6,1831652,376,586,84,1046,477.6666666666667,Monsoon,254.0,3.1058823529411765,True
Madhya Pradesh,Alirajpur,2025,7,1373870,498,884,93,1475,884.6666666666666,Monsoon,1046.0,0.40974212034383956,False
Madhya Pradesh,Alirajpur,2025,9,69144225,481,729,15,1225,1248.6666666666667,Monsoon,1225.0,0.0,False
Madhya Pradesh,Alirajpur,2025,10,38006022,514,313,0,827,1175.6666666666667,Festival,1225.0,-0.32463295269168024,False
Madhya Pradesh,Alirajpur,2025,11,52201807,621,421,24,1066,1039.3333333333333,Festival,1066.0,0.0,False
Madhya Pradesh,Alirajpur,2025,12,32968957,561,310,113,984,959.0,Festival,984.0,0.0,False
Madhya Pradesh,Anuppur,2025,9,100761371,542,117,0,659,659.0,Monsoon,659.0,0.0,False
Madhya Pradesh,Anuppur,2025,10,69754338,527,67,5,599,629.0,Festival,629.0,-0.047619047619047616,False
Madhya Pradesh,Anuppur,2025,11,103662000,1016,84,7,1107,788.3333333333334,Festival,659.0,0.6787878787878788,False
Madhya Pradesh,Anuppur,2025,12,57159378,779,81,1,861,855.6666666666666,Festival,861.0,0.0,False
Madhya Pradesh,Ashok Nagar,2025,4,1420224,342,139,50,531,531.0,Non-peak,531.0,0.0,False
Madhya Pradesh,Ashok Nagar,2025,5,473331,161,40,19,220,375.5,Non-peak,375.5,-0.41301460823373176,False
Madhya Pradesh,Ashok Nagar,2025,9,80478484,1537,604,7,2148,966.3333333333334,Monsoon,531.0,3.039473684210526,True
Madhya Pradesh,Ashok Nagar,2025,10,38819096,326,116,18,460,942.6666666666666,Festival,460.0,0.0,False
Madhya Pradesh,Ashok Nagar,2025,11,52545960,754,209,55,1018,1208.6666666666667,Festival,1018.0,0.0,False
Madhya Pradesh,Ashok Nagar,2025,12,32664561,606,177,18,801,759.6666666666666,Festival,801.0,0.0,False
Madhya Pradesh,Ashoknagar,2025,6,946778,437,408,23,868,868.0,Monsoon,868.0,0.0,False
Madhya Pradesh,Ashoknagar,2025,7,1419879,1157,915,71,2143,1505.5,Monsoon,1505.5,0.423166279455692,False
Madhya Pradesh,Balaghat,2025,7,481001,288,40,10,338,338.0,Monsoon,338.0,0.0,False
Madhya Pradesh,Balaghat,2025,9,208864634,1901,205,1,2107,1222.5,Monsoon,1222.5,0.7229260318757662,False
Madhya Pradesh,Balaghat,2025,10,117426744,1091,71,3,1165,1203.3333333333333,Festival,1165.0,0.0,False
Madhya Pradesh,Balaghat,2025,11,168441215,1742,126,7,1875,1715.6666666666667,Festival,1875.0,0.0,False
Madhya Pradesh,Balaghat,2025,12,96252721,1215,98,7,1320,1453.3333333333333,Festival,1320.0,0.0,False
Madhya Pradesh,Barwani,2025,4,451551,497,313,10,820,820.0,Non-peak,820.0,0.0,False
Madhya Pradesh,Barwani,2025,5,1806113,2114,1005,55,3174,1997.0,Non-peak,1997.0,0.5890890890890891,False
Madhya Pradesh,Barwani,2025,6,903217,1067,1106,60,2233,2075.6666666666665,Monsoon,2233.0,0.0,False
Madhya Pradesh,Barwani,2025,7,3612980,3561,3348,310,7219,4208.666666666667,Monsoon,3174.0,1.274015748031496,True
Madhya Pradesh,Barwani,2025,9,95742463,2115,1441,92,3648,4366.666666666667,Monsoon,3648.0,0.0,False
Madhya Pradesh,Barwani,2025,10,54195105,869,371,4,1244,4037.0,Festival,3648.0,-0.6588106330501508,False
Madhya Pradesh,Barwani,2025,11,68644077,1264,437,83,1784,2225.333333333333,Festival,1784.0,0.0,False
Madhya Pradesh,Barwani,2025,12,40645227,1314,334,53,1701,1576.3333333333333,Festival,1701.0,0.0,False
Madhya Pradesh,Betul,2025,4,460001,193,20,10,223,223.0,Non-peak,223.0,0.0,False
Madhya Pradesh,Betul,2025,7,920331,713,212,43,968,595.5,Monsoon,595.5,0.6244761106454317,False
Madhya Pradesh,Betul,2025,9,194773096,1815,413,18,2246,1145.6666666666667,Monsoon,968.0,1.3188854489164086,True
Madhya Pradesh,Betul,2025,10,100837979,1041,140,11,1192,1468.6666666666667,Festival,1192.0,0.0,False
Madhya Pradesh,Betul,2025,11,147346325,1753,270,30,2053,1830.3333333333333,Festival,2053.0,0.0,False
Madhya Pradesh,Betul,2025,12,90711994,1314,152,18,1484,1576.3333333333333,Festival,1484.0,0.0,False
Madhya Pradesh,Bhind,2025,3,954232,54,33,22,109,109.0,Non-peak,109.0,0.0,False
Madhya Pradesh,Bhind,2025,4,1909003,732,228,91,1051,580.0,Non-peak,580.0,0.810671256454389,False
Madhya Pradesh,Bhind,2025,5,1431448,670,238,48,956,705.3333333333334,Non-peak,956.0,0.0,False
Madhya Pradesh,Bhind,2025,6,1432118,507,328,50,885,964.0,Monsoon,956.0,-0.0741901776384535,False
Madhya Pradesh,Bhind,2025,7,5250787,2108,1743,204,4055,1965.3333333333333,Monsoon,956.0,3.238244514106583,True
Madhya Pradesh,Bhind,2025,9,215754966,1435,948,108,2491,2477.0,Monsoon,2491.0,0.0,False
Madhya Pradesh,Bhind,2025,10,109784855,610,321,33,964,2503.333333333333,Festival,2491.0,-0.612760834670947,False
Madhya Pradesh,Bhind,2025,11,156087868,1367,596,76,2039,1831.3333333333333,Festival,2039.0,0.0,False
Madhya Pradesh,Bhind,2025,12,94988021,1000,410,7,1417,1473.3333333333333,Festival,1417.0,0.0,False
Madhya Pradesh,Bhopal,2025,4,924025,316,47,20,383,383.0,Non-peak,383.0,0.0,False
Madhya Pradesh,Bhopal,2025,6,924023,690,115,28,833,608.0,Monsoon,608.0,0.3694581280788177,False
Madhya Pradesh,Bhopal,2025,7,462001,918,198,17,1133,783.0,Monsoon,833.0,0.3597122302158273,False
Madhya Pradesh,Bhopal,2025,9,277275750,3101,458,18,3577,1847.6666666666667,Monsoon,1133.0,2.1552028218694885,True
Madhya Pradesh,Bhopal,2025,10,149724512,1658,196,15,1869,2193.0,Festival,1869.0,0.0,False
Madhya Pradesh,Bhopal,2025,11,208426120,2570,308,46,2924,2790.0,Festival,2924.0,0.0,False
Madhya Pradesh,Bhopal,2025,12,122466372,2003,130,10,2143,2312.0,Festival,2143.0,0.0,False
Madhya Pradesh,Burhanpur,2025,4,1350884,547,155,100,802,802.0,Non-peak,802.0,0.0,False
Madhya Pradesh,Burhanpur,2025,5,900552,724,179,29,932,867.0,Non-peak,867.0,0.0748847926267281,False
Madhya Pradesh,Burhanpur,2025,6,1350884,1142,574,61,1777,1170.3333333333333,Monsoon,932.0,0.9056806002143623,False
Madhya Pradesh,Burhanpur,2025,7,1801329,1706,1124,146,2976,1895.0,Monsoon,1777.0,0.6743532058492688,False
Madhya Pradesh,Burhanpur,2025,9,42782875,737,370,12,1119,1957.3333333333333,Monsoon,1777.0,-0.3700787401574803,False
Madhya Pradesh,Burhanpur,2025,10,25669479,423,124,16,563,1552.6666666666667,Festival,1119.0,-0.49642857142857144,False
Madhya Pradesh,Burhanpur,2025,11,33776559,615,138,17,770,817.3333333333334,Festival,770.0,0.0,False
Madhya Pradesh,Burhanpur,2025,12,19365273,648,95,7,750,694.3333333333334,Festival,750.0,0.0,False
Madhya Pradesh,Chhatarpur,2025,4,1885644,555,255,40,850,850.0,Non-peak,850.0,0.0,False
Madhya Pradesh,Chhatarpur,2025,5,942718,394,313,30,737,793.5,Non-peak,793.5,-0.0711139081183134,False
Madhya Pradesh,Chhatarpur,2025,6,1414336,272,401,41,714,767.0,Monsoon,737.0,-0.03116531165311653,False
Madhya Pradesh,Chhatarpur,2025,7,3300079,1628,1844,114,3586,1679.0,Monsoon,737.0,3.8604336043360434,True
Madhya Pradesh,Chhatarpur,2025,9,222001257,2816,1375,24,4215,2838.333333333333,Monsoon,3586.0,0.17535545023696683,False
Madhya Pradesh,Chhatarpur,2025,10,120665051,1036,466,17,1519,3106.6666666666665,Festival,3586.0,-0.5762475606356287,False
Madhya Pradesh,Chhatarpur,2025,11,165913366,2385,741,33,3159,2964.333333333333,Festival,3159.0,0.0,False
Madhya Pradesh,Chhatarpur,2025,12,100867322,2418,570,68,3056,2578.0,Festival,3056.0,0.0,False
Madhya Pradesh,Chhindwara,2025,9,229978506,2443,288,14,2745,2745.0,Monsoon,2745.0,0.0,False
Madhya Pradesh,Chhindwara,2025,10,141086443,1687,105,25,1817,2281.0,Festival,2281.0,-0.203330411919369,False
Madhya Pradesh,Chhindwara,2025,11,185252435,2365,132,7,2504,2355.333333333333,Festival,2504.0,0.0,False
Madhya Pradesh,Chhindwara,2025,12,121338431,1813,100,2,1915,2078.6666666666665,Festival,1915.0,0.0,False
Madhya Pradesh,Damoh,2025,9,122860600,1802,399,3,2204,2204.0,Monsoon,2204.0,0.0,False
Madhya Pradesh,Damoh,2025,10,70608616,931,180,11,1122,1663.0,Festival,1663.0,-0.3251201923076923,False
Madhya Pradesh,Damoh,2025,11,103559791,1381,225,32,1638,1654.6666666666667,Festival,1638.0,0.0,False
Madhya Pradesh,Damoh,2025,12,57899195,967,134,1,1102,1287.3333333333333,Festival,1122.0,-0.017809439002671415,False
Madhya Pradesh,Datia,2025,4,475661,237,55,10,302,302.0,Non-peak,302.0,0.0,False
Madhya Pradesh,Datia,2025,7,475661,435,384,20,839,570.5,Monsoon,570.5,0.46981627296587924,False
Madhya Pradesh,Datia,2025,9,98925596,1388,721,7,2116,1085.6666666666667,Monsoon,839.0,1.5202380952380952,True
Madhya Pradesh,Datia,2025,10,53741408,378,138,2,518,1157.6666666666667,Festival,839.0,-0.3821428571428571,False
Madhya Pradesh,Datia,2025,11,76095892,912,306,3,1221,1285.0,Festival,1221.0,0.0,False
Madhya Pradesh,Datia,2025,12,45657750,645,201,1,847,862.0,Festival,847.0,0.0,False
Madhya Pradesh,Dewas,2025,4,455001,427,65,10,502,502.0,Non-peak,502.0,0.0,False
Madhya Pradesh,Dewas,2025,5,455001,518,87,17,622,562.0,Non-peak,562.0,0.10657193605683836,False
Madhya Pradesh,Dewas,2025,7,455227,544,292,13,849,657.6666666666666,Monsoon,622.0,0.36436597110754415,False
Madhya Pradesh,Dewas,2025,9,135662563,1737,758,11,2506,1325.6666666666667,Monsoon,849.0,1.9494117647058824,True
Madhya Pradesh,Dewas,2025,10,77850064,1158,227,1,1386,1580.3333333333333,Festival,1386.0,0.0,False
Madhya Pradesh,Dewas,2025,11,112897381,2576,319,20,2915,2269.0,Festival,2506.0,0.1631431990426805,False
Madhya Pradesh,Dewas,2025,12,64640430,1433,210,19,1662,1987.6666666666667,Festival,1662.0,0.0,False
Madhya Pradesh,Dhar,2025,4,1362671,396,116,107,619,619.0,Non-peak,619.0,0.0,False
Madhya Pradesh,Dhar,2025,6,908447,892,570,65,1527,1073.0,Monsoon,1073.0,0.4227188081936685,False
Madhya Pradesh,Dhar,2025,7,454446,518,380,24,922,1022.6666666666666,Monsoon,922.0,0.0,False
Madhya Pradesh,Dhar,2025,9,163126705,1993,1123,12,3128,1859.0,Monsoon,1527.0,1.0477748691099475,True
Madhya Pradesh,Dhar,2025,10,90879559,1203,402,123,1728,1926.0,Festival,1728.0,0.0,False
Madhya Pradesh,Dhar,2025,11,132682463,1952,532,70,2554,2470.0,Festival,2554.0,0.0,False
Madhya Pradesh,Dhar,2025,12,78609986,1780,430,24,2234,2172.0,Festival,2234.0,0.0,False
Madhya Pradesh,Dindori,2025,9,85288220,762,111,0,873,873.0,Monsoon,873.0,0.0,False
Madhya Pradesh,Dindori,2025,10,44812413,447,50,0,497,685.0,Festival,685.0,-0.27405247813411077,False
Madhya Pradesh,Dindori,2025,11,57341251,424,51,1,476,615.3333333333334,Festival,497.0,-0.04216867469879518,False
Madhya Pradesh,Dindori,2025,12,40475696,776,37,0,813,595.3333333333334,Festival,497.0,0.6345381526104418,False
Madhya Pradesh,East Nimar,2025,7,450661,189,254,15,458,458.0,Monsoon,458.0,0.0,False
Madhya Pradesh,East Nimar,2025,9,117561819,686,574,1,1261,859.5,Monsoon,859.5,0.46658919233004065,False
Madhya Pradesh,East Nimar,2025,10,74766324,392,268,0,660,793.0,Festival,660.0,0.0,False
Madhya Pradesh,East Nimar,2025,11,92783902,563,237,1,801,907.3333333333334,Festival,801.0,0.0,False
Madhya Pradesh,East Nimar,2025,12,65763994,508,167,4,679,713.3333333333334,Festival,679.0,0.0,False
Madhya Pradesh,Guna,2025,4,946102,633,120,31,784,784.0,Non-peak,784.0,0.0,False
Madhya Pradesh,Guna,2025,7,473222,637,423,12,1072,928.0,Monsoon,928.0,0.155005382131324,False
Madhya Pradesh,Guna,2025,9,145268887,2653,878,4,3535,1797.0,Monsoon,1072.0,2.295433364398882,True
Madhya Pradesh,Guna,2025,10,78073963,784,223,0,1007,1871.3333333333333,Festival,1072.0,-0.06057781919850885,False
