state,district,year,month,pincode,age_0_5,age_5_17,age_18_greater,total_activity,roll_3m,season
Madhya Pradesh,Jhabua,2025,9,93847680,1716,1543,18,3277,2312.3333333333335,Monsoon
Madhya Pradesh,Jhabua,2025,10,53561284,688,651,94,1433,2490.3333333333335,Festival
Madhya Pradesh,Jhabua,2025,11,69583922,1215,892,30,2137,2282.3333333333335,Festival
Madhya Pradesh,Jhabua,2025,12,42117498,1024,408,29,1461,1677.0,Festival
Madhya Pradesh,Katni,2025,3,483501,53,42,11,106,106.0,Non-peak
Madhya Pradesh,Katni,2025,4,967102,353,40,20,413,259.5,Non-peak
Madhya Pradesh,Katni,2025,6,483775,195,88,10,293,270.6666666666667,Monsoon
Madhya Pradesh,Katni,2025,7,483501,441,264,12,717,474.3333333333333,Monsoon
Madhya Pradesh,Katni,2025,9,156189050,2223,670,7,2900,1303.3333333333333,Monsoon
Madhya Pradesh,Katni,2025,10,93811019,1580,385,17,1982,1866.3333333333333,Festival
Madhya Pradesh,Katni,2025,11,120888877,1915,455,11,2381,2421.0,Festival
Madhya Pradesh,Katni,2025,12,73980765,1653,466,30,2149,2170.6666666666665,Festival
Madhya Pradesh,Khandwa,2025,4,450117,271,133,16,420,420.0,Non-peak
Madhya Pradesh,Khandwa,2025,5,450661,47,21,10,78,249.0,Non-peak
Madhya Pradesh,Khandwa,2025,7,450001,586,233,12,831,443.0,Monsoon
Madhya Pradesh,Khandwa,2025,9,118911341,731,385,1,1117,675.3333333333334,Monsoon
Madhya Pradesh,Khandwa,2025,10,78819902,384,184,2,570,839.3333333333334,Festival
Madhya Pradesh,Khandwa,2025,11,98642809,638,170,23,831,839.3333333333334,Festival
Madhya Pradesh,Khandwa,2025,12,64861108,550,106,18,674,691.6666666666666,Festival
Madhya Pradesh,Khargone,2025,4,1804999,695,188,52,935,935.0,Non-peak
Madhya Pradesh,Khargone,2025,5,451441,304,131,13,448,691.5,Non-peak
Madhya Pradesh,Khargone,2025,6,451332,242,258,26,526,636.3333333333334,Monsoon
Madhya Pradesh,Khargone,2025,7,4061115,2569,1929,226,4724,1899.3333333333333,Monsoon
Madhya Pradesh,Khargone,2025,9,168313566,2219,1066,87,3372,2874.0,Monsoon
Madhya Pradesh,Khargone,2025,10,99722289,974,305,39,1318,3138.0,Festival
Madhya Pradesh,Khargone,2025,11,130864042,1443,429,27,1899,2196.3333333333335,Festival
Madhya Pradesh,Khargone,2025,12,84832227,1424,357,36,1817,1678.0,Festival
Madhya Pradesh,Maihar,2025,9,36919295,118,8,4,130,130.0,Monsoon
Madhya Pradesh,Maihar,2025,10,26231963,79,6,7,92,111.0,Festival
Madhya Pradesh,Maihar,2025,11,33518897,90,2,7,99,107.0,Festival
Madhya Pradesh,Maihar,2025,12,25745669,91,4,2,97,96.0,Festival
Madhya Pradesh,Mandla,2025,9,153685500,1298,117,0,1415,1415.0,Monsoon
Madhya Pradesh,Mandla,2025,10,86237377,855,50,2,907,1161.0,Festival
Madhya Pradesh,Mandla,2025,11,118998937,1310,62,2,1374,1232.0,Festival
Madhya Pradesh,Mandla,2025,12,75156042,1182,32,1,1215,1165.3333333333333,Festival
Madhya Pradesh,Mandsaur,2025,9,174277604,1547,323,3,1873,1873.0,Monsoon
Madhya Pradesh,Mandsaur,2025,10,104566626,1291,113,6,1410,1641.5,Festival
Madhya Pradesh,Mandsaur,2025,11,152719672,3253,225,9,3487,2256.6666666666665,Festival
Madhya Pradesh,Mandsaur,2025,12,87595876,1353,147,6,1506,2134.3333333333335,Festival
Madhya Pradesh,Mauganj,2025,9,36473411,127,21,1,149,149.0,Monsoon
Madhya Pradesh,Mauganj,2025,10,27232376,104,19,0,123,136.0,Festival
Madhya Pradesh,Mauganj,2025,11,24801344,73,11,0,84,118.66666666666667,Festival
Madhya Pradesh,Mauganj,2025,12,19938233,75,7,0,82,96.33333333333333,Festival
Madhya Pradesh,Morena,2025,4,1904448,1027,459,82,1568,1568.0,Non-peak
Madhya Pradesh,Morena,2025,5,952445,709,313,44,1066,1317.0,Non-peak
Madhya Pradesh,Morena,2025,6,1428666,1327,872,70,2269,1634.3333333333333,Monsoon
Madhya Pradesh,Morena,2025,7,2857116,3228,2669,176,6073,3136.0,Monsoon
Madhya Pradesh,Morena,2025,9,133820917,2231,1311,66,3608,3983.3333333333335,Monsoon
Madhya Pradesh,Morena,2025,10,80959265,1104,453,110,1667,3782.6666666666665,Festival
Madhya Pradesh,Morena,2025,11,102865825,2342,913,70,3325,2866.6666666666665,Festival
Madhya Pradesh,Morena,2025,12,58575732,2096,657,52,2805,2599.0,Festival
Madhya Pradesh,Narmadapuram,2025,9,60915021,243,28,2,273,273.0,Monsoon
Madhya Pradesh,Narmadapuram,2025,10,28612471,97,19,2,118,195.5,Festival
Madhya Pradesh,Narmadapuram,2025,11,47536166,136,31,20,187,192.66666666666666,Festival
Madhya Pradesh,Narmadapuram,2025,12,29997952,132,22,5,159,154.66666666666666,Festival
Madhya Pradesh,Narsimhapur,2025,9,95038767,386,100,0,486,486.0,Monsoon
Madhya Pradesh,Narsimhapur,2025,10,40450038,130,31,0,161,323.5,Festival
Madhya Pradesh,Narsimhapur,2025,11,66277002,271,57,0,328,325.0,Festival
Madhya Pradesh,Narsimhapur,2025,12,36550520,179,35,0,214,234.33333333333334,Festival
Madhya Pradesh,Narsinghpur,2025,7,487118,312,189,13,514,514.0,Monsoon
Madhya Pradesh,Narsinghpur,2025,9,170101274,1438,528,31,1997,1255.5,Monsoon
Madhya Pradesh,Narsinghpur,2025,10,86268203,437,143,19,599,1036.6666666666667,Festival
Madhya Pradesh,Narsinghpur,2025,11,126727222,924,208,23,1155,1250.3333333333333,Festival
Madhya Pradesh,Narsinghpur,2025,12,78958535,749,154,6,909,887.6666666666666,Festival
Madhya Pradesh,Neemuch,2025,9,122356085,1093,355,2,1450,1450.0,Monsoon
Madhya Pradesh,Neemuch,2025,10,65987257,654,109,0,763,1106.5,Festival
Madhya Pradesh,Neemuch,2025,11,101274805,1697,170,13,1880,1364.3333333333333,Festival
Madhya Pradesh,Neemuch,2025,12,57740644,739,130,2,871,1171.3333333333333,Festival
Madhya Pradesh,Niwari,2025,9,15115652,29,5,0,34,34.0,Monsoon
Madhya Pradesh,Niwari,2025,10,7557562,15,2,1,18,26.0,Festival
Madhya Pradesh,Niwari,2025,11,19366105,47,8,1,56,36.0,Festival
Madhya Pradesh,Niwari,2025,12,9919481,26,1,7,34,36.0,Festival
Madhya Pradesh,Pandhurna,2025,9,6722863,14,1,1,16,16.0,Monsoon
Madhya Pradesh,Pandhurna,2025,10,4802436,9,1,23,33,24.5,Festival
Madhya Pradesh,Pandhurna,2025,11,9604868,20,0,4,24,24.333333333333332,Festival
Madhya Pradesh,Pandhurna,2025,12,8644643,23,2,0,25,27.333333333333332,Festival
Madhya Pradesh,Panna,2025,4,488441,107,33,19,159,159.0,Non-peak
Madhya Pradesh,Panna,2025,5,488001,140,71,13,224,191.5,Non-peak
Madhya Pradesh,Panna,2025,7,488001,301,173,13,487,290.0,Monsoon
Madhya Pradesh,Panna,2025,9,127422763,2714,916,17,3647,1452.6666666666667,Monsoon
Madhya Pradesh,Panna,2025,10,71775697,1153,407,19,1579,1904.3333333333333,Festival
Madhya Pradesh,Panna,2025,11,93746329,1432,493,16,1941,2389.0,Festival
Madhya Pradesh,Panna,2025,12,56638914,960,311,31,1302,1607.3333333333333,Festival
Madhya Pradesh,Raisen,2025,4,929437,410,83,22,515,515.0,Non-peak
Madhya Pradesh,Raisen,2025,9,177481079,2252,589,10,2851,1683.0,Monsoon
Madhya Pradesh,Raisen,2025,10,98492527,887,178,35,1100,1488.6666666666667,Festival
Madhya Pradesh,Raisen,2025,11,136590788,1194,171,40,1405,1785.3333333333333,Festival
Madhya Pradesh,Raisen,2025,12,88740042,1472,209,15,1696,1400.3333333333333,Festival
Madhya Pradesh,Rajgarh,2025,9,150880578,1685,679,4,2368,2368.0,Monsoon
Madhya Pradesh,Rajgarh,2025,10,82425521,651,202,12,865,1616.5,Festival
Madhya Pradesh,Rajgarh,2025,11,115488865,1493,345,5,1843,1692.0,Festival
Madhya Pradesh,Rajgarh,2025,12,74508935,2713,368,14,3095,1934.3333333333333,Festival
Madhya Pradesh,Ratlam,2025,9,132613811,1847,637,6,2490,2490.0,Monsoon
Madhya Pradesh,Ratlam,2025,10,75909557,953,212,1,1166,1828.0,Festival
Madhya Pradesh,Ratlam,2025,11,112038121,2668,457,45,3170,2275.3333333333335,Festival
Madhya Pradesh,Ratlam,2025,12,61278384,959,172,25,1156,1830.6666666666667,Festival
Madhya Pradesh,Rewa,2025,9,318031606,3014,622,1,3637,3637.0,Monsoon
Madhya Pradesh,Rewa,2025,10,192085666,2152,309,6,2467,3052.0,Festival
Madhya Pradesh,Rewa,2025,11,244603193,2416,341,10,2767,2957.0,Festival
Madhya Pradesh,Rewa,2025,12,143455486,1764,191,12,1967,2400.3333333333335,Festival
Madhya Pradesh,Sagar,2025,4,470001,183,26,12,221,221.0,Non-peak
Madhya Pradesh,Sagar,2025,6,470227,131,53,17,201,211.0,Monsoon
Madhya Pradesh,Sagar,2025,7,1880347,1201,320,51,1572,664.6666666666666,Monsoon
Madhya Pradesh,Sagar,2025,9,263303685,3017,658,12,3687,1820.0,Monsoon
Madhya Pradesh,Sagar,2025,10,139177438,1594,233,86,1913,2390.6666666666665,Festival
Madhya Pradesh,Sagar,2025,11,215816651,3049,310,152,3511,3037.0,Festival
Madhya Pradesh,Sagar,2025,12,129773391,2397,282,57,2736,2720.0,Festival
Madhya Pradesh,Satna,2025,4,485001,368,55,14,437,437.0,Non-peak
Madhya Pradesh,Satna,2025,7,485001,488,121,20,629,533.0,Monsoon
Madhya Pradesh,Satna,2025,9,278163151,3932,765,5,4702,1922.6666666666667,Monsoon
Madhya Pradesh,Satna,2025,10,164081326,2028,397,13,2438,2589.6666666666665,Festival
Madhya Pradesh,Satna,2025,11,210200379,2537,327,22,2886,3342.0,Festival
Madhya Pradesh,Satna,2025,12,124761146,1845,281,58,2184,2502.6666666666665,Festival
Madhya Pradesh,Sehore,2025,7,932332,1151,496,26,1673,1673.0,Monsoon
Madhya Pradesh,Sehore,2025,9,140822791,993,312,4,1309,1491.0,Monsoon
Madhya Pradesh,Sehore,2025,10,81133668,511,107,8,626,1202.6666666666667,Festival
Madhya Pradesh,Sehore,2025,11,122166389,943,172,12,1127,1020.6666666666666,Festival
Madhya Pradesh,Sehore,2025,12,85798395,1557,221,5,1783,1178.6666666666667,Festival
Madhya Pradesh,Seoni,2025,9,166387015,2063,234,0,2297,2297.0,Monsoon
Madhya Pradesh,Seoni,2025,10,93293438,836,84,4,924,1610.5,Festival
Madhya Pradesh,Seoni,2025,11,128397284,1322,101,5,1428,1549.6666666666667,Festival
Madhya Pradesh,Seoni,2025,12,81270513,1337,94,1,1432,1261.3333333333333,Festival
Madhya Pradesh,Shahdol,2025,9,124985879,1270,341,11,1622,1622.0,Monsoon
Madhya Pradesh,Shahdol,2025,10,76056761,766,168,5,939,1280.5,Festival
Madhya Pradesh,Shahdol,2025,11,98341241,915,143,42,1100,1220.3333333333333,Festival
Madhya Pradesh,Shahdol,2025,12,72177787,1459,176,1,1636,1225.0,Festival
Madhya Pradesh,Shajapur,2025,9,167933214,1499,484,8,1991,1991.0,Monsoon
Madhya Pradesh,Shajapur,2025,10,104684880,918,154,4,1076,1533.5,Festival
Madhya Pradesh,Shajapur,2025,11,155848529,2048,232,6,2286,1784.3333333333333,Festival
Madhya Pradesh,Shajapur,2025,12,91657554,1472,200,0,1672,1678.0,Festival
Madhya Pradesh,Sheopur,2025,4,952672,209,163,24,396,396.0,Non-peak
Madhya Pradesh,Sheopur,2025,6,476337,368,430,11,809,602.5,Monsoon
Madhya Pradesh,Sheopur,2025,7,952672,757,969,27,1753,986.0,Monsoon
Madhya Pradesh,Sheopur,2025,9,57637092,676,718,50,1444,1335.3333333333333,Monsoon
Madhya Pradesh,Sheopur,2025,10,32391052,246,172,1,419,1205.3333333333333,Festival
Madhya Pradesh,Sheopur,2025,11,43823195,580,398,23,1001,954.6666666666666,Festival
Madhya Pradesh,Sheopur,2025,12,27151357,929,476,3,1408,942.6666666666666,Festival
Madhya Pradesh,Shivpuri,2025,4,2368646,499,259,111,869,869.0,Non-peak
Madhya Pradesh,Shivpuri,2025,6,473551,326,430,27,783,826.0,Monsoon
Madhya Pradesh,Shivpuri,2025,7,473551,617,705,42,1364,1005.3333333333334,Monsoon
Madhya Pradesh,Shivpuri,2025,9,182407671,2330,1770,17,4117,2088.0,Monsoon
Madhya Pradesh,Shivpuri,2025,10,98551832,574,353,325,1252,2244.3333333333335,Festival
Madhya Pradesh,Shivpuri,2025,11,141667208,1257,638,206,2101,2490.0,Festival
Madhya Pradesh,Shivpuri,2025,12,90024858,1524,712,19,2255,1869.3333333333333,Festival
Madhya Pradesh,Sidhi,2025,9,95399438,1652,298,4,1954,1954.0,Monsoon
Madhya Pradesh,Sidhi,2025,10,60354476,1391,126,5,1522,1738.0,Festival
Madhya Pradesh,Sidhi,2025,11,76418177,1393,119,5,1517,1664.3333333333333,Festival
Madhya Pradesh,Sidhi,2025,12,47701616,1170,128,1,1299,1446.0,Festival
Madhya Pradesh,Singrauli,2025,9,101263435,1673,318,7,1998,1998.0,Monsoon
Madhya Pradesh,Singrauli,2025,10,64264847,1315,207,0,1522,1760.0,Festival
Madhya Pradesh,Singrauli,2025,11,77409897,1289,188,4,1481,1667.0,Festival
Madhya Pradesh,Singrauli,2025,12,48684701,1392,146,11,1549,1517.3333333333333,Festival
Madhya Pradesh,Tikamgarh,2025,9,180864992,1706,683,3,2392,2392.0,Monsoon
Madhya Pradesh,Tikamgarh,2025,10,96803956,854,229,4,1087,1739.5,Festival
Madhya Pradesh,Tikamgarh,2025,11,137892528,1607,364,14,1985,1821.3333333333333,Festival
Madhya Pradesh,Tikamgarh,2025,12,87835886,1507,263,8,1778,1616.6666666666667,Festival
Madhya Pradesh,Ujjain,2025,9,225915123,3626,695,6,4327,4327.0,Monsoon
Madhya Pradesh,Ujjain,2025,10,129158384,2110,274,14,2398,3362.5,Festival
Madhya Pradesh,Ujjain,2025,11,187581977,4115,490,70,4675,3800.0,Festival
Madhya Pradesh,Ujjain,2025,12,111370246,2599,304,5,2908,3327.0,Festival
Madhya Pradesh,Umaria,2025,9,83350441,1452,417,5,1874,1874.0,Monsoon
Madhya Pradesh,Umaria,2025,10,46030906,803,157,0,960,1417.0,Festival
Madhya Pradesh,Umaria,2025,11,62506483,1003,161,8,1172,1335.3333333333333,Festival
Madhya Pradesh,Umaria,2025,12,40708847,1102,171,21,1294,1142.0,Festival
Madhya Pradesh,Vidisha,2025,4,928449,670,119,42,831,831.0,Non-peak
Madhya Pradesh,Vidisha,2025,5,464228,209,43,15,267,549.0,Non-peak
Madhya Pradesh,Vidisha,2025,7,928222,1227,626,58,1911,1003.0,Monsoon
Madhya Pradesh,Vidisha,2025,9,128118760,2295,709,17,3021,1733.0,Monsoon
Madhya Pradesh,Vidisha,2025,10,65450334,773,174,15,962,1964.6666666666667,Festival
Madhya Pradesh,Vidisha,2025,11,95624028,1317,267,12,1596,1859.6666666666667,Festival
Madhya Pradesh,Vidisha,2025,12,58024617,1507,268,11,1786,1448.0,Festival
Madhya Pradesh,West Nimar,2025,9,64514673,228,54,4,286,286.0,Monsoon
Madhya Pradesh,West Nimar,2025,10,34285091,117,29,1,147,216.5,Festival
Madhya Pradesh,West Nimar,2025,11,40152059,139,28,0,167,200.0,Festival
Madhya Pradesh,West Nimar,2025,12,29775096,134,25,1,160,158.0,Festival
Maharashtra,Ahilyanagar,2025,12,5002001,12,1,0,13,13.0,Festival
Maharashtra,Ahmadnagar,2025,4,413201,71,15,10,96,96.0,Non-peak
Maharashtra,Ahmadnagar,2025,9,540433003,2167,1260,33,3460,1778.0,Monsoon
Maharashtra,Ahmadnagar,2025,10,296849727,1334,331,22,1687,1747.6666666666667,Festival
Maharashtra,Ahmadnagar,2025,11,378055394,1706,383,58,2147,2431.3333333333335,Festival
Maharashtra,Ahmadnagar,2025,12,332508180,4091,349,6,4446,2760.0,Festival
Maharashtra,Ahmed Nagar,2025,9,28439124,56,26,0,82,82.0,Monsoon
Maharashtra,Ahmed Nagar,2025,10,17946677,43,8,0,51,66.5,Festival
Maharashtra,Ahmed Nagar,2025,11,24273297,53,16,0,69,67.33333333333333,Festival
Maharashtra,Ahmed Nagar,2025,12,30084023,125,13,0,138,86.0,Festival
Maharashtra,Ahmednagar,2025,7,827810,182,158,28,368,368.0,Monsoon
Maharashtra,Akola,2025,7,444101,390,205,42,637,637.0,Monsoon
Maharashtra,Akola,2025,9,193657813,1261,241,0,1502,1069.5,Monsoon
Maharashtra,Akola,2025,10,99936086,688,72,4,764,967.6666666666666,Festival
Maharashtra,Akola,2025,11,140800120,928,122,2,1052,1106.0,Festival
Maharashtra,Akola,2025,12,91946844,699,53,1,753,856.3333333333334,Festival
Maharashtra,Amravati,2025,6,444601,280,77,11,368,368.0,Monsoon
Maharashtra,Amravati,2025,7,444601,523,148,13,684,526.0,Monsoon
Maharashtra,Amravati,2025,9,307322764,1841,431,19,2291,1114.3333333333333,Monsoon
Maharashtra,Amravati,2025,10,164994291,929,127,18,1074,1349.6666666666667,Festival
Maharashtra,Amravati,2025,11,215259012,1080,136,44,1260,1541.6666666666667,Festival
Maharashtra,Amravati,2025,12,157440981,1130,106,2,1238,1190.6666666666667,Festival
Maharashtra,Aurangabad,2025,3,1293003,196,103,46,345,1707.0,Non-peak
Maharashtra,Aurangabad,2025,4,431001,584,154,53,791,1020.0,Non-peak
Maharashtra,Aurangabad,2025,7,431001,2262,1549,24,3835,1657.0,Monsoon
Maharashtra,Aurangabad,2025,9,366297197,3457,1519,2,4978,3201.3333333333335,Monsoon
Maharashtra,Aurangabad,2025,10,189013903,1663,477,4,2144,3652.3333333333335,Festival
Maharashtra,Aurangabad,2025,11,245842612,2354,689,16,3059,3393.6666666666665,Festival
Maharashtra,Aurangabad,2025,12,156265924,1858,383,0,2241,2481.3333333333335,Festival
Maharashtra,Beed,2025,4,431122,379,52,19,450,450.0,Non-peak
Maharashtra,Beed,2025,5,431122,366,63,15,444,447.0,Non-peak
Maharashtra,Beed,2025,6,862245,659,294,46,999,631.0,Monsoon
Maharashtra,Beed,2025,7,1707576,1472,739,72,2283,1242.0,Monsoon
Maharashtra,Beed,2025,9,209470112,1545,741,25,2311,1864.3333333333333,Monsoon
Maharashtra,Beed,2025,10,121621271,904,215,7,1126,1906.6666666666667,Festival
Maharashtra,Beed,2025,11,170163803,1248,264,68,1580,1672.3333333333333,Festival
Maharashtra,Beed,2025,12,92529204,881,93,18,992,1232.6666666666667,Festival
Maharashtra,Bhandara,2025,9,125489340,596,36,2,634,634.0,Monsoon
Maharashtra,Bhandara,2025,10,60979085,252,6,2,260,447.0,Festival
Maharashtra,Bhandara,2025,11,91027684,456,8,2,466,453.3333333333333,Festival
Maharashtra,Bhandara,2025,12,73352732,538,5,0,543,423.0,Festival
Maharashtra,Bid,2025,9,50248406,137,62,0,199,199.0,Monsoon
Maharashtra,Bid,2025,10,32640817,112,22,0,134,166.5,Festival
Maharashtra,Bid,2025,11,39902131,105,31,0,136,156.33333333333334,Festival
Maharashtra,Bid,2025,12,25720235,85,14,0,99,123.0,Festival
Maharashtra,Buldana,2025,9,112208875,389,67,0,456,456.0,Monsoon
Maharashtra,Buldana,2025,10,57650065,199,17,0,216,336.0,Festival
Maharashtra,Buldana,2025,11,59422619,195,16,0,211,294.3333333333333,Festival
Maharashtra,Buldana,2025,12,43459651,180,12,0,192,206.33333333333334,Festival
Maharashtra,Buldhana,2025,6,443001,306,51,11,368,368.0,Monsoon
Maharashtra,Buldhana,2025,7,1773606,1103,276,83,1462,915.0,Monsoon
Maharashtra,Buldhana,2025,9,260779740,1758,456,19,2233,1354.3333333333333,Monsoon
Maharashtra,Buldhana,2025,10,143694649,806,120,3,929,1541.3333333333333,Festival
Maharashtra,Buldhana,2025,11,164093531,908,113,13,1034,1398.6666666666667,Festival
Maharashtra,Buldhana,2025,12,117976099,968,77,13,1058,1007.0,Festival
Maharashtra,Chandrapur,2025,4,442401,193,18,10,221,221.0,Non-peak
Maharashtra,Chandrapur,2025,6,442401,198,24,10,232,226.5,Monsoon
Maharashtra,Chandrapur,2025,7,442401,306,86,11,403,285.3333333333333,Monsoon
Maharashtra,Chandrapur,2025,9,205610113,1204,113,26,1343,659.3333333333334,Monsoon
Maharashtra,Chandrapur,2025,10,102157746,512,36,9,557,767.6666666666666,Festival
Maharashtra,Chandrapur,2025,11,145492452,814,52,15,881,927.0,Festival
Maharashtra,Chandrapur,2025,12,109223471,787,46,5,838,758.6666666666666,Festival
Maharashtra,Chatrapati Sambhaji Nagar,2025,9,10775027,34,28,2,64,64.0,Monsoon
Maharashtra,Chatrapati Sambhaji Nagar,2025,10,6034115,21,20,1,42,53.0,Festival
Maharashtra,Chatrapati Sambhaji Nagar,2025,11,8189020,35,20,10,65,57.0,Festival
Maharashtra,Chatrapati Sambhaji Nagar,2025,12,5172013,24,13,3,40,49.0,Festival
Maharashtra,Chhatrapati Sambhajinagar,2025,9,77528219,148,171,3,322,322.0,Monsoon
Maharashtra,Chhatrapati Sambhajinagar,2025,10,46072834,71,68,135,274,298.0,Festival
Maharashtra,Chhatrapati Sambhajinagar,2025,11,62900391,100,75,81,256,284.0,Festival
Maharashtra,Chhatrapati Sambhajinagar,2025,12,39191047,92,51,15,158,229.33333333333334,Festival
Maharashtra,Dharashiv,2025,9,15300697,28,14,0,42,42.0,Monsoon
Maharashtra,Dharashiv,2025,10,13234096,19,6,13,38,40.0,Festival
Maharashtra,Dharashiv,2025,11,14060445,18,7,14,39,39.666666666666664,Festival
Maharashtra,Dharashiv,2025,12,9098118,24,1,0,25,34.0,Festival
Maharashtra,Dhule,2025,5,424304,118,46,18,182,182.0,Non-peak
Maharashtra,Dhule,2025,6,2123728,793,484,211,1488,835.0,Monsoon
Maharashtra,Dhule,2025,7,2123748,1410,1107,127,2644,1438.0,Monsoon
Maharashtra,Dhule,2025,9,235685373,2028,2152,26,4206,2779.3333333333335,Monsoon
Maharashtra,Dhule,2025,10,121017152,788,384,62,1234,2694.6666666666665,Festival
Maharashtra,Dhule,2025,11,166881844,1156,390,63,1609,2349.6666666666665,Festival
Maharashtra,Dhule,2025,12,101914987,951,279,12,1242,1361.6666666666667,Festival
Maharashtra,Gadchiroli,2025,9,127385594,815,148,7,970,970.0,Monsoon
Maharashtra,Gadchiroli,2025,10,65008968,267,30,1,298,634.0,Festival
Maharashtra,Gadchiroli,2025,11,83148830,408,42,12,462,576.6666666666666,Festival
Maharashtra,Gadchiroli,2025,12,65012881,594,48,2,644,468.0,Festival
Maharashtra,Gondia,2025,9,4417184,10,1,0,11,11.0,Monsoon
Maharashtra,Gondia,2025,10,2650018,5,1,0,6,8.5,Festival
Maharashtra,Gondia,2025,11,3092119,5,2,0,7,8.0,Festival
Maharashtra,Gondia,2025,12,2208057,5,0,0,5,6.0,Festival
Maharashtra,Gondiya,2025,9,102051412,1022,58,2,1082,1082.0,Monsoon
Maharashtra,Gondiya,2025,10,54781726,483,9,0,492,787.0,Festival
Maharashtra,Gondiya,2025,11,67593554,704,22,1,727,767.0,Festival
Maharashtra,Gondiya,2025,12,48595090,571,15,3,589,602.6666666666666,Festival
Maharashtra,Gondiya *,2025,9,6184985,18,1,0,19,19.0,Monsoon
Maharashtra,Gondiya *,2025,10,5301247,13,1,0,14,16.5,Festival
Maharashtra,Gondiya *,2025,11,6183482,13,1,0,14,15.666666666666666,Festival
Maharashtra,Gondiya *,2025,12,3975749,9,1,0,10,12.666666666666666,Festival
Maharashtra,Hingoli,2025,4,2158133,913,95,136,1144,1144.0,Non-peak
Maharashtra,Hingoli,2025,5,431513,246,31,34,311,727.5,Non-peak
Maharashtra,Hingoli,2025,6,431712,261,62,14,337,597.3333333333334,Monsoon
Maharashtra,Hingoli,2025,7,2158133,2245,649,112,3006,1218.0,Monsoon
Maharashtra,Hingoli,2025,9,86752725,1009,352,31,1392,1578.3333333333333,Monsoon
Maharashtra,Hingoli,2025,10,50065905,504,101,26,631,1676.3333333333333,Festival
Maharashtra,Hingoli,2025,11,60424933,635,107,11,753,925.3333333333334,Festival
Maharashtra,Hingoli,2025,12,39707405,546,60,9,615,666.3333333333334,Festival
Maharashtra,Hingoli *,2025,9,431542,1,0,0,1,1.0,Monsoon
Maharashtra,Jalgaon,2025,4,425001,360,53,10,423,423.0,Non-peak
Maharashtra,Jalgaon,2025,5,850108,506,92,43,641,532.0,Non-peak
Maharashtra,Jalgaon,2025,7,1275304,1065,343,55,1463,842.3333333333334,Monsoon
Maharashtra,Jalgaon,2025,9,465687550,3346,1387,25,4758,2287.3333333333335,Monsoon
Maharashtra,Jalgaon,2025,10,218408053,1392,269,11,1672,2631.0,Festival
Maharashtra,Jalgaon,2025,11,311036359,2036,252,44,2332,2920.6666666666665,Festival
Maharashtra,Jalgaon,2025,12,207354921,1749,183,39,1971,1991.6666666666667,Festival
Maharashtra,Jalna,2025,9,181551395,1723,504,6,2233,2233.0,Monsoon
Maharashtra,Jalna,2025,10,102203038,877,149,0,1026,1629.5,Festival
Maharashtra,Jalna,2025,11,116004882,1051,181,11,1243,1500.6666666666667,Festival
Maharashtra,Jalna,2025,12,88836991,976,110,2,1088,1119.0,Festival
Maharashtra,Kolhapur,2025,9,458629265,1989,470,5,2464,2464.0,Monsoon
Maharashtra,Kolhapur,2025,10,263433584,1332,181,54,1567,2015.5,Festival
Maharashtra,Kolhapur,2025,11,351254010,1773,212,12,1997,2009.3333333333333,Festival
Maharashtra,Kolhapur,2025,12,217239371,1329,122,1,1452,1672.0,Festival
Maharashtra,Latur,2025,4,413517,229,42,23,294,294.0,Non-peak
Maharashtra,Latur,2025,6,413517,390,140,15,545,419.5,Monsoon
Maharashtra,Latur,2025,7,413517,566,225,28,819,552.6666666666666,Monsoon
Maharashtra,Latur,2025,9,205342681,1719,695,30,2444,1269.3333333333333,Monsoon
Maharashtra,Latur,2025,10,113449668,913,188,12,1113,1458.6666666666667,Festival
Maharashtra,Latur,2025,11,150343533,1174,235,36,1445,1667.3333333333333,Festival
Maharashtra,Latur,2025,12,93187403,837,106,4,947,1168.3333333333333,Festival
Maharashtra,Mumbai,2025,7,1600098,537,344,50,931,931.0,Monsoon
Maharashtra,Mumbai,2025,9,583697133,2758,1496,11,4265,2598.0,Monsoon
Maharashtra,Mumbai,2025,10,342052411,1943,689,4,2636,2610.6666666666665,Festival
Maharashtra,Mumbai,2025,11,464075112,3256,900,10,4166,3689.0,Festival
Maharashtra,Mumbai,2025,12,282054530,2100,452,2,2554,3118.6666666666665,Festival
Maharashtra,Mumbai City,2025,9,156808055,609,188,10,807,807.0,Monsoon
Maharashtra,Mumbai City,2025,10,106804993,479,69,24,572,689.5,Festival
Maharashtra,Mumbai City,2025,11,149606878,754,120,114,988,789.0,Festival
Maharashtra,Mumbai City,2025,12,86804120,472,72,18,562,707.3333333333334,Festival
Maharashtra,Mumbai Suburban,2025,4,1200200,389,109,44,542,542.0,Non-peak
Maharashtra,Mumbai Suburban,2025,5,4800903,882,457,230,1569,1055.5,Non-peak
Maharashtra,Mumbai Suburban,2025,7,5200865,3187,2177,207,5571,2560.6666666666665,Monsoon
Maharashtra,Mumbai Suburban,2025,9,394472177,2283,848,26,3157,3432.3333333333335,Monsoon
Maharashtra,Mumbai Suburban,2025,10,232042335,1479,365,62,1906,3544.6666666666665,Festival
Maharashtra,Mumbai Suburban,2025,11,327659535,2508,624,156,3288,2783.6666666666665,Festival
Maharashtra,Mumbai Suburban,2025,12,199236195,1752,366,65,2183,2459.0,Festival
